"","System","System.element","Type","Depth","Weight","LINES_OF_CODE","DUPLICATION","CODE_BREAKDOWN","CODE_BREAKDOWN.Rating","DEPLOYMENT_BREAKDOWN","DEPLOYMENT_BREAKDOWN.Rating","INTER_COMPONENT_DUPLICATION","INTER_COMPONENT_DUPLICATION.Rating","SHARED_CODE","SHARED_CODE.Rating","SHARED_DEPENDENCIES","SHARED_DEPENDENCIES.Rating","COMMUNICATION_CENTRALIZATION","COMMUNICATION_CENTRALIZATION.Rating","INTERFACE_CENTRALIZATION","INTERFACE_CENTRALIZATION.Rating","DATA_STORE_ENCAPSULATION","DATA_STORE_ENCAPSULATION.Rating","COMPONENT_COHESION","COMPONENT_COHESION.Rating","USAGE_COHESION","USAGE_COHESION.Rating","INCOMING_DEPENDENCIES","INCOMING_DEPENDENCIES.Rating","OUTGOING_DEPENDENCIES","OUTGOING_DEPENDENCIES.Rating","COMMUNICATION_COMPLEXITY","COMMUNICATION_COMPLEXITY.Rating","STATELESSNESS","STATELESSNESS.Rating","ASYNCHRONOUS_COMMUNICATION","ASYNCHRONOUS_COMMUNICATION.Rating","COMMUNICATION_BOTTLENECKS","COMMUNICATION_BOTTLENECKS.Rating","DATA_STORE_SCALABILITY","DATA_STORE_SCALABILITY.Rating","TECHNOLOGY_COHESION","TECHNOLOGY_COHESION.Rating","CBA.Rating","SOA.Rating","CLOUD_NATIVENESS.Rating","ARCHITECTURE_MAINTAINABILITY.Rating","ID","Parent.ID"
"1291","opensource-opendaylight-controller","org.opendaylight.controller.cluster.datastore.jmx.mbeans","CodeComponent","3L",142,142,0,142,3.7,NA,NA,0,5.5,NA,NA,NA,NA,19.7,3,NA,NA,NA,NA,NA,NA,NA,NA,2,3.8,4,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2a40e20a-7eea-4471-b24f-7e273eac343e","44366c92-c5f9-424e-aa49-c13f740df9e0 2a40e20a-7eea-4471-b24f-7e273eac343e 8d913f3c-42f0-440f-901d-909429663721 7fef18f7-bf01-4005-9cb4-fe55581b0a99"
"1292","opensource-opendaylight-controller","org.opendaylight.controller.cluster.datastore.jmx.mbeans.shard","CodeComponent","3L",431,431,0,431,2.4,NA,NA,0,5.5,NA,NA,NA,NA,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,9,2.6,14,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2a328451-0fa8-4b0d-8539-526ae3c7a29a","2a328451-0fa8-4b0d-8539-526ae3c7a29a 44366c92-c5f9-424e-aa49-c13f740df9e0 8d913f3c-42f0-440f-901d-909429663721 7fef18f7-bf01-4005-9cb4-fe55581b0a99"
"1293","opensource-opendaylight-controller","org.opendaylight.controller.cluster.datastore.messages","CodeComponent","3L",1652,1652,2.1,1652,1.8,NA,NA,0.8,4.3,NA,NA,NA,NA,32.7,3.6,NA,NA,NA,NA,NA,NA,NA,NA,157,1.2,47,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cb0eb88a-a5b5-44ad-a95b-64e6197d13a1","44366c92-c5f9-424e-aa49-c13f740df9e0 8d913f3c-42f0-440f-901d-909429663721 cb0eb88a-a5b5-44ad-a95b-64e6197d13a1 7fef18f7-bf01-4005-9cb4-fe55581b0a99"
"1294","opensource-opendaylight-controller","org.opendaylight.controller.cluster.datastore.modification","CodeComponent","3L",287,287,0,287,2.9,NA,NA,0,5.5,NA,NA,NA,NA,9.1,2.5,NA,NA,NA,NA,NA,NA,NA,NA,21,2.2,15,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7f0ac0a0-b6de-43d6-93bd-75d54566f2aa","7f0ac0a0-b6de-43d6-93bd-75d54566f2aa 44366c92-c5f9-424e-aa49-c13f740df9e0 8d913f3c-42f0-440f-901d-909429663721 7fef18f7-bf01-4005-9cb4-fe55581b0a99"
"1295","opensource-opendaylight-controller","org.opendaylight.controller.cluster.datastore.node.utils","CodeComponent","3L",86,86,0,86,4.3,NA,NA,0,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4.1,0,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6b6b8c96-8e6f-4d43-9d31-e653a1ff18d4","58647ad5-393f-4192-bf8c-7769657bc4d5 6b6b8c96-8e6f-4d43-9d31-e653a1ff18d4 459ceb27-609d-4698-b724-197a787b4272 8d913f3c-42f0-440f-901d-909429663721"
"1296","opensource-opendaylight-controller","org.opendaylight.controller.cluster.datastore.node.utils.stream","CodeComponent","3L",1140,1140,0,1140,2.1,NA,NA,0,5.5,NA,NA,NA,NA,64.5,4.3,NA,NA,NA,NA,NA,NA,NA,NA,30,2,1,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65282825-f218-47e9-8652-65aca3d4ae29","58647ad5-393f-4192-bf8c-7769657bc4d5 459ceb27-609d-4698-b724-197a787b4272 8d913f3c-42f0-440f-901d-909429663721 65282825-f218-47e9-8652-65aca3d4ae29"
"1297","opensource-opendaylight-controller","org.opendaylight.controller.cluster.datastore.node.utils.transformer","CodeComponent","3L",275,275,0,275,2.9,NA,NA,0,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4.1,0,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1af4e10f-5a12-4acc-9d12-25f00338f83e","1af4e10f-5a12-4acc-9d12-25f00338f83e 58647ad5-393f-4192-bf8c-7769657bc4d5 459ceb27-609d-4698-b724-197a787b4272 8d913f3c-42f0-440f-901d-909429663721"
"1298","opensource-opendaylight-controller","org.opendaylight.controller.cluster.datastore.persisted","CodeComponent","3L",1468,1468,7.2,1468,1.9,NA,NA,3.9,3.6,NA,NA,NA,NA,34.1,3.6,NA,NA,NA,NA,NA,NA,NA,NA,40,1.8,16,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bd48d1ca-6c84-47e2-bd4e-03b9b7b8c198","bd48d1ca-6c84-47e2-bd4e-03b9b7b8c198 44366c92-c5f9-424e-aa49-c13f740df9e0 8d913f3c-42f0-440f-901d-909429663721 7fef18f7-bf01-4005-9cb4-fe55581b0a99"
"1299","opensource-opendaylight-controller","org.opendaylight.controller.cluster.datastore.policy","CodeComponent","3L",12,12,0,12,5.5,NA,NA,0,5.5,NA,NA,NA,NA,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,0,5.5,1,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"d0b011eb-efb2-43e2-9376-770c71c0c3f9","d0b011eb-efb2-43e2-9376-770c71c0c3f9 44366c92-c5f9-424e-aa49-c13f740df9e0 8d913f3c-42f0-440f-901d-909429663721 7fef18f7-bf01-4005-9cb4-fe55581b0a99"
"1300","opensource-opendaylight-controller","org.opendaylight.controller.cluster.datastore.shardmanager","CodeComponent","3L",2191,2191,6.4,2191,1.5,NA,NA,3.5,3.7,NA,NA,NA,NA,2.7,1.8,NA,NA,NA,NA,NA,NA,NA,NA,1,4.1,94,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"187cc9ad-0f6c-4282-a058-981ee84fe844","187cc9ad-0f6c-4282-a058-981ee84fe844 44366c92-c5f9-424e-aa49-c13f740df9e0 8d913f3c-42f0-440f-901d-909429663721 7fef18f7-bf01-4005-9cb4-fe55581b0a99"
"1301","opensource-opendaylight-controller","org.opendaylight.controller.cluster.datastore.shardstrategy","CodeComponent","3L",116,116,0,116,4,NA,NA,0,5.5,NA,NA,NA,NA,41.4,3.8,NA,NA,NA,NA,NA,NA,NA,NA,11,2.4,2,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"709f71f3-5c7e-48e1-bcdf-27467af1de9c","709f71f3-5c7e-48e1-bcdf-27467af1de9c 44366c92-c5f9-424e-aa49-c13f740df9e0 8d913f3c-42f0-440f-901d-909429663721 7fef18f7-bf01-4005-9cb4-fe55581b0a99"
"1302","opensource-opendaylight-controller","org.opendaylight.controller.cluster.datastore.util","CodeComponent","3L",58,58,0,58,5.5,NA,NA,0,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,0,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30855334-7589-4f53-9fff-06c246e54624","30855334-7589-4f53-9fff-06c246e54624 58647ad5-393f-4192-bf8c-7769657bc4d5 459ceb27-609d-4698-b724-197a787b4272 8d913f3c-42f0-440f-901d-909429663721"
"1303","opensource-opendaylight-controller","org.opendaylight.controller.cluster.datastore.utils","CodeComponent","3L",938,938,0,938,2.2,NA,NA,0,5.5,NA,NA,NA,NA,11.7,2.6,NA,NA,NA,NA,NA,NA,NA,NA,60,1.4,37,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"f01ab356-8717-48da-8bb5-384eadfe3355","f01ab356-8717-48da-8bb5-384eadfe3355 44366c92-c5f9-424e-aa49-c13f740df9e0 8d913f3c-42f0-440f-901d-909429663721 7fef18f7-bf01-4005-9cb4-fe55581b0a99"
"1304","opensource-opendaylight-controller","org.opendaylight.controller.cluster.dom.api","CodeComponent","3L",45,45,0,45,5.5,NA,NA,0,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2.5,0,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"b49a099c-1388-4a67-b5f7-687b8125e57a","45ba710a-8db8-49f6-a197-028eb358458f 2bd2d032-a7d6-48c0-85dc-1242f4b339cd b49a099c-1388-4a67-b5f7-687b8125e57a 8d913f3c-42f0-440f-901d-909429663721"
"1305","opensource-opendaylight-controller","org.opendaylight.controller.cluster.io","CodeComponent","3L",241,241,0,241,3.1,NA,NA,0,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,2.3,0,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48fdc7d9-13da-4e85-a245-63f2a5a47680","58647ad5-393f-4192-bf8c-7769657bc4d5 48fdc7d9-13da-4e85-a245-63f2a5a47680 459ceb27-609d-4698-b724-197a787b4272 8d913f3c-42f0-440f-901d-909429663721"
"1306","opensource-opendaylight-controller","org.opendaylight.controller.cluster.messaging","CodeComponent","3L",1134,1134,2.5,1134,2.1,NA,NA,1.2,4.2,NA,NA,NA,NA,30.2,3.5,NA,NA,NA,NA,NA,NA,NA,NA,10,2.5,8,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4cc52f16-1015-4c52-bd58-435c1883e6e2","4cc52f16-1015-4c52-bd58-435c1883e6e2 58647ad5-393f-4192-bf8c-7769657bc4d5 459ceb27-609d-4698-b724-197a787b4272 8d913f3c-42f0-440f-901d-909429663721"
"1307","opensource-opendaylight-controller","org.opendaylight.controller.cluster.notifications","CodeComponent","3L",154,154,11.7,154,3.5,NA,NA,5.8,3.3,NA,NA,NA,NA,56.5,4.1,NA,NA,NA,NA,NA,NA,NA,NA,12,2.4,1,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"da76ffff-3f10-43e8-8181-b27e90fe8703","da76ffff-3f10-43e8-8181-b27e90fe8703 58647ad5-393f-4192-bf8c-7769657bc4d5 459ceb27-609d-4698-b724-197a787b4272 8d913f3c-42f0-440f-901d-909429663721"
"1308","opensource-opendaylight-controller","org.opendaylight.controller.cluster.persistence","CodeComponent","3L",246,246,0,246,3.1,NA,NA,0,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5.5,0,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6ccb1697-bb93-4f39-916c-81f39544e6da","6ccb1697-bb93-4f39-916c-81f39544e6da 58647ad5-393f-4192-bf8c-7769657bc4d5 459ceb27-609d-4698-b724-197a787b4272 8d913f3c-42f0-440f-901d-909429663721"
"1309","opensource-opendaylight-controller","org.opendaylight.controller.cluster.raft","CodeComponent","3L",3720,3720,0.8,3720,1.4,NA,NA,0.4,4.4,NA,NA,NA,NA,12,2.6,NA,NA,NA,NA,NA,NA,NA,NA,54,1.5,113,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"374a6d34-7234-42b4-9cf0-12bd437b754f","36f0f6cd-04b3-484d-9be6-9b64b2887b2f 374a6d34-7234-42b4-9cf0-12bd437b754f d25ad8b9-243d-4719-bfc2-34c3cc38acc6 8d913f3c-42f0-440f-901d-909429663721"
"1310","opensource-opendaylight-controller","org.opendaylight.controller.cluster.raft.base.messages","CodeComponent","3L",333,333,5.7,333,2.7,NA,NA,3.9,3.6,NA,NA,NA,NA,34.5,3.6,NA,NA,NA,NA,NA,NA,NA,NA,42,1.8,7,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47b171db-e92a-4b7f-bb20-07f25a72e789","47b171db-e92a-4b7f-bb20-07f25a72e789 36f0f6cd-04b3-484d-9be6-9b64b2887b2f d25ad8b9-243d-4719-bfc2-34c3cc38acc6 8d913f3c-42f0-440f-901d-909429663721"
"1311","opensource-opendaylight-controller","org.opendaylight.controller.cluster.raft.behaviors","CodeComponent","3L",2004,2004,0,2004,1.6,NA,NA,0,5.5,NA,NA,NA,NA,8.2,2.4,NA,NA,NA,NA,NA,NA,NA,NA,12,2.4,79,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5cd345ed-d2c4-4a0e-aa98-72e4ad16c4ac","5cd345ed-d2c4-4a0e-aa98-72e4ad16c4ac 36f0f6cd-04b3-484d-9be6-9b64b2887b2f d25ad8b9-243d-4719-bfc2-34c3cc38acc6 8d913f3c-42f0-440f-901d-909429663721"
"1312","opensource-opendaylight-controller","org.opendaylight.controller.cluster.raft.client.messages","CodeComponent","3L",332,332,2.1,332,2.7,NA,NA,2.1,4,NA,NA,NA,NA,84.9,4.9,NA,NA,NA,NA,NA,NA,NA,NA,25,2.1,2,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4c4b0869-83da-4c66-9639-a6ea0bc9d8d9","36f0f6cd-04b3-484d-9be6-9b64b2887b2f d25ad8b9-243d-4719-bfc2-34c3cc38acc6 8d913f3c-42f0-440f-901d-909429663721 4c4b0869-83da-4c66-9639-a6ea0bc9d8d9"
"1313","opensource-opendaylight-controller","org.opendaylight.controller.cluster.raft.messages","CodeComponent","3L",760,760,0,760,2.3,NA,NA,0,5.5,NA,NA,NA,NA,53.3,4,NA,NA,NA,NA,NA,NA,NA,NA,53,1.5,5,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"e2f88011-6179-4fb9-8129-11f64fffe57a","e2f88011-6179-4fb9-8129-11f64fffe57a 36f0f6cd-04b3-484d-9be6-9b64b2887b2f d25ad8b9-243d-4719-bfc2-34c3cc38acc6 8d913f3c-42f0-440f-901d-909429663721"
"1314","opensource-opendaylight-controller","org.opendaylight.controller.cluster.raft.persisted","CodeComponent","3L",558,558,2.5,558,2.4,NA,NA,3.6,3.7,NA,NA,NA,NA,36.4,3.6,NA,NA,NA,NA,NA,NA,NA,NA,47,1.7,7,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33833d48-6eab-4c7a-aa5d-0b301003ace7","33833d48-6eab-4c7a-aa5d-0b301003ace7 36f0f6cd-04b3-484d-9be6-9b64b2887b2f d25ad8b9-243d-4719-bfc2-34c3cc38acc6 8d913f3c-42f0-440f-901d-909429663721"
"1315","opensource-opendaylight-controller","org.opendaylight.controller.cluster.raft.policy","CodeComponent","3L",28,28,0,28,5.5,NA,NA,0,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2.9,0,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0fc093fe-9a8d-4fb0-a8d8-ca03f7501835","36f0f6cd-04b3-484d-9be6-9b64b2887b2f d25ad8b9-243d-4719-bfc2-34c3cc38acc6 8d913f3c-42f0-440f-901d-909429663721 0fc093fe-9a8d-4fb0-a8d8-ca03f7501835"
"1316","opensource-opendaylight-controller","org.opendaylight.controller.cluster.raft.protobuff.client.messages","CodeComponent","3L",7,7,0,7,5.5,NA,NA,0,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,2.3,0,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"91da2a51-d761-483c-b688-d36652ef699f","58647ad5-393f-4192-bf8c-7769657bc4d5 91da2a51-d761-483c-b688-d36652ef699f 459ceb27-609d-4698-b724-197a787b4272 8d913f3c-42f0-440f-901d-909429663721"
"1317","opensource-opendaylight-controller","org.opendaylight.controller.cluster.reporting","CodeComponent","3L",34,34,0,34,5.5,NA,NA,0,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3.5,0,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"05e2bb29-d58f-4635-91e4-f9c840c48c63","58647ad5-393f-4192-bf8c-7769657bc4d5 459ceb27-609d-4698-b724-197a787b4272 05e2bb29-d58f-4635-91e4-f9c840c48c63 8d913f3c-42f0-440f-901d-909429663721"
"1318","opensource-opendaylight-controller","org.opendaylight.controller.cluster.schema.provider","CodeComponent","3L",12,12,0,12,5.5,NA,NA,0,5.5,NA,NA,NA,NA,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,2,3.8,1,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"d2150c4e-c52d-4bb7-ba13-a5c0bd346636","d2150c4e-c52d-4bb7-ba13-a5c0bd346636 58647ad5-393f-4192-bf8c-7769657bc4d5 459ceb27-609d-4698-b724-197a787b4272 8d913f3c-42f0-440f-901d-909429663721"
"1319","opensource-opendaylight-controller","org.opendaylight.controller.cluster.schema.provider.impl","CodeComponent","3L",135,135,0,135,3.7,NA,NA,0,5.5,NA,NA,NA,NA,17.8,2.9,NA,NA,NA,NA,NA,NA,NA,NA,1,4.1,2,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70aad33b-5d73-4aa5-b21f-710f4744dda4","70aad33b-5d73-4aa5-b21f-710f4744dda4 58647ad5-393f-4192-bf8c-7769657bc4d5 459ceb27-609d-4698-b724-197a787b4272 8d913f3c-42f0-440f-901d-909429663721"
"1320","opensource-opendaylight-controller","org.opendaylight.controller.cluster.sharding","CodeComponent","3L",2542,2542,4.6,2542,1.4,NA,NA,2.8,3.9,NA,NA,NA,NA,5.2,2.1,NA,NA,NA,NA,NA,NA,NA,NA,12,2.4,81,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ae598808-532c-4e18-b715-94625bd6e3b6","ae598808-532c-4e18-b715-94625bd6e3b6 44366c92-c5f9-424e-aa49-c13f740df9e0 8d913f3c-42f0-440f-901d-909429663721 7fef18f7-bf01-4005-9cb4-fe55581b0a99"
"1321","opensource-opendaylight-controller","org.opendaylight.controller.cluster.sharding.messages","CodeComponent","3L",172,172,0,172,3.4,NA,NA,0,5.5,NA,NA,NA,NA,12.8,2.7,NA,NA,NA,NA,NA,NA,NA,NA,20,2.2,9,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ddc3b884-ab9b-4d81-8af4-1dec5d6a9ffa","ddc3b884-ab9b-4d81-8af4-1dec5d6a9ffa 44366c92-c5f9-424e-aa49-c13f740df9e0 8d913f3c-42f0-440f-901d-909429663721 7fef18f7-bf01-4005-9cb4-fe55581b0a99"
"1322","opensource-opendaylight-controller","org.opendaylight.controller.clustering.it.listener","CodeComponent","5L",47,47,0,47,5.5,NA,NA,0,5.5,NA,NA,NA,NA,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,0,5.5,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83f994bb-e9a7-4feb-ac56-8105b8e1eb11","567b4d71-e8d5-4ed2-822b-f18e01b6c43a 749760bb-a835-4e7f-90e9-db2c2705f012 b94d9ded-c15a-4d75-a7b4-f7a4b656661f 8d913f3c-42f0-440f-901d-909429663721 83f994bb-e9a7-4feb-ac56-8105b8e1eb11 7b34b089-9bde-4fff-9f69-698306bc7e24"
"1323","opensource-opendaylight-controller","org.opendaylight.controller.clustering.it.provider","CodeComponent","5L",1116,1116,0,1116,2.1,NA,NA,0,5.5,NA,NA,NA,NA,4.7,2,NA,NA,NA,NA,NA,NA,NA,NA,0,5.5,57,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5b53b729-fbbb-4ec5-ad90-9c32ec064634","5b53b729-fbbb-4ec5-ad90-9c32ec064634 567b4d71-e8d5-4ed2-822b-f18e01b6c43a 749760bb-a835-4e7f-90e9-db2c2705f012 b94d9ded-c15a-4d75-a7b4-f7a4b656661f 8d913f3c-42f0-440f-901d-909429663721 7b34b089-9bde-4fff-9f69-698306bc7e24"
"1324","opensource-opendaylight-controller","org.opendaylight.controller.clustering.it.provider.impl","CodeComponent","5L",1276,1276,6.1,1276,2,NA,NA,3.1,3.8,NA,NA,NA,NA,40,3.7,NA,NA,NA,NA,NA,NA,NA,NA,12,2.4,38,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"492cda6d-ea37-4e88-9639-0ff8e523a3b4","567b4d71-e8d5-4ed2-822b-f18e01b6c43a 749760bb-a835-4e7f-90e9-db2c2705f012 b94d9ded-c15a-4d75-a7b4-f7a4b656661f 492cda6d-ea37-4e88-9639-0ff8e523a3b4 8d913f3c-42f0-440f-901d-909429663721 7b34b089-9bde-4fff-9f69-698306bc7e24"
"1325","opensource-opendaylight-controller","org.opendaylight.controller.config.api","CodeComponent","3L",463,463,4.5,463,2.4,NA,NA,5.8,3.3,NA,NA,NA,NA,88.8,5,NA,NA,NA,NA,NA,NA,NA,NA,151,1.2,6,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"05a66e0f-a539-4cdf-ade1-09058285c89d","05a66e0f-a539-4cdf-ade1-09058285c89d d6019509-1a76-4635-8e24-bdecc38436f3 4a5acf2d-c95f-4521-ac59-3c441ac911b8 9ac40311-b09c-4e32-b8b5-5664766f8263"
"1326","opensource-opendaylight-controller","org.opendaylight.controller.config.api.annotations","CodeComponent","3L",38,38,0,38,5.5,NA,NA,0,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,2.2,0,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1a8af21a-1b7b-419a-b97b-d4cb0077a529","d6019509-1a76-4635-8e24-bdecc38436f3 4a5acf2d-c95f-4521-ac59-3c441ac911b8 9ac40311-b09c-4e32-b8b5-5664766f8263 1a8af21a-1b7b-419a-b97b-d4cb0077a529"
"1327","opensource-opendaylight-controller","org.opendaylight.controller.config.api.jmx","CodeComponent","3L",363,363,2.5,363,2.6,NA,NA,5.8,3.3,NA,NA,NA,NA,22.9,3.2,NA,NA,NA,NA,NA,NA,NA,NA,42,1.8,4,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"571a845b-4e65-413d-b025-07e79342e1ed","571a845b-4e65-413d-b025-07e79342e1ed d6019509-1a76-4635-8e24-bdecc38436f3 4a5acf2d-c95f-4521-ac59-3c441ac911b8 9ac40311-b09c-4e32-b8b5-5664766f8263"
"1328","opensource-opendaylight-controller","org.opendaylight.controller.config.api.jmx.constants","CodeComponent","3L",26,26,0,26,5.5,NA,NA,0,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3.5,0,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8591c293-c58e-4314-a056-a368f523cf5c","d6019509-1a76-4635-8e24-bdecc38436f3 4a5acf2d-c95f-4521-ac59-3c441ac911b8 9ac40311-b09c-4e32-b8b5-5664766f8263 8591c293-c58e-4314-a056-a368f523cf5c"
"1329","opensource-opendaylight-controller","org.opendaylight.controller.config.api.jmx.notifications","CodeComponent","3L",47,47,0,47,5.5,NA,NA,0,5.5,NA,NA,NA,NA,31.9,3.5,NA,NA,NA,NA,NA,NA,NA,NA,3,3.5,1,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12cdc954-879c-4014-8c71-b2f89fffcd43","12cdc954-879c-4014-8c71-b2f89fffcd43 d6019509-1a76-4635-8e24-bdecc38436f3 4a5acf2d-c95f-4521-ac59-3c441ac911b8 9ac40311-b09c-4e32-b8b5-5664766f8263"
"1330","opensource-opendaylight-controller","org.opendaylight.controller.config.api.osgi","CodeComponent","3L",65,65,0,65,5,NA,NA,0,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,2.4,0,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20a1ee23-3809-4a6b-8a00-ad041b783c4f","20a1ee23-3809-4a6b-8a00-ad041b783c4f d6019509-1a76-4635-8e24-bdecc38436f3 4a5acf2d-c95f-4521-ac59-3c441ac911b8 9ac40311-b09c-4e32-b8b5-5664766f8263"
"1331","opensource-opendaylight-controller","org.opendaylight.controller.config.api.runtime","CodeComponent","3L",19,19,0,19,5.5,NA,NA,0,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2.6,0,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"e97971c0-6782-477f-86ad-601c0da8e718","d6019509-1a76-4635-8e24-bdecc38436f3 e97971c0-6782-477f-86ad-601c0da8e718 4a5acf2d-c95f-4521-ac59-3c441ac911b8 9ac40311-b09c-4e32-b8b5-5664766f8263"
"1332","opensource-opendaylight-controller","org.opendaylight.controller.config.facade.xml","CodeComponent","3L",664,664,0,664,2.3,NA,NA,0,5.5,NA,NA,NA,NA,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,11,2.4,72,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0110a03c-af18-41bd-813c-c3be0be1fadd","9ac40311-b09c-4e32-b8b5-5664766f8263 0110a03c-af18-41bd-813c-c3be0be1fadd a79b3233-a51b-4a99-b05f-62b3fcfe8a83 b9fb04c5-39f7-4cd1-af66-16b29baee909"
